HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH1.hmm	429	lalw_1	474	4.605494049375327e-146	1	427	1	470	0.9953379953379954	dbCAN
GH1.hmm	429	lani	476	4.1852319061511963e-141	3	424	6	467	0.9836829836829836	dbCAN
GH1.hmm	429	lba	467	1.2892670308893181e-150	1	428	1	466	0.9976689976689976	dbCAN
GH1.hmm	429	lca	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lcb	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lce	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lce_1	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lchi	474	7.274153050307355e-149	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lcl	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lcs	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lct	482	8.01517723491745e-150	3	426	8	473	0.9883449883449884	dbCAN
GH1.hmm	429	lct_1	469	4.745121300338995e-140	12	427	2	461	0.9696969696969696	dbCAN
GH1.hmm	429	lct_2	476	1.368365768940614e-146	3	425	9	473	0.986013986013986	dbCAN
GH1.hmm	429	lcw	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lde	481	3.904332979224212e-152	3	427	4	468	0.9906759906759908	dbCAN
GH1.hmm	429	leq	467	3.2998371497394535e-150	3	428	2	465	0.993006993006993	dbCAN
GH1.hmm	429	lfm	476	2.952946892309751e-146	3	425	9	473	0.986013986013986	dbCAN
GH1.hmm	429	lfm_1	475	7.290498091206719e-148	3	424	8	471	0.9836829836829836	dbCAN
GH1.hmm	429	lfm_2	473	1.0788776195617342e-144	4	427	3	469	0.9883449883449884	dbCAN
GH1.hmm	429	lft	476	1.1359847837503208e-146	3	425	9	473	0.986013986013986	dbCAN
GH1.hmm	429	lft_1	474	1.6827459487504077e-149	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lga	484	4.304432045641812e-150	3	426	18	482	0.9883449883449884	dbCAN
GH1.hmm	429	lga_1	475	1.2550982647354422e-156	3	427	4	469	0.9906759906759908	dbCAN
GH1.hmm	429	lhf	467	6.221685668766965e-150	1	428	1	466	0.9976689976689976	dbCAN
GH1.hmm	429	lhi	474	5.71799762174667e-144	1	427	1	470	0.9953379953379954	dbCAN
GH1.hmm	429	lhn	474	1.698655696806304e-148	3	424	9	469	0.9836829836829836	dbCAN
GH1.hmm	429	lje	469	2.9926826938193324e-147	3	426	5	466	0.9883449883449884	dbCAN
GH1.hmm	429	ljf	475	7.382820183173364e-156	3	427	4	469	0.9906759906759908	dbCAN
GH1.hmm	429	llc	468	1.4291743581630532e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	lld	468	3.154233325863984e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	lli	468	3.4579614687414664e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	llr	468	1.5496615297863401e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	lmes	467	3.818872169760658e-151	1	428	1	466	0.9976689976689976	dbCAN
GH1.hmm	429	lot	468	1.6543855196795121e-149	1	428	1	466	0.9976689976689976	dbCAN
GH1.hmm	429	lpab	472	1.3075560671926253e-148	3	425	8	469	0.986013986013986	dbCAN
GH1.hmm	429	lpah	474	3.3495749015973444e-148	3	424	9	469	0.9836829836829836	dbCAN
GH1.hmm	429	lpap	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lpi	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lpq	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lpq_1	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lpw	475	1.0136231096764343e-150	3	426	9	473	0.9883449883449884	dbCAN
GH1.hmm	429	lpw_1	475	2.301622697681347e-156	3	427	4	469	0.9906759906759908	dbCAN
GH1.hmm	429	lra	474	3.8482204237844123e-147	3	425	9	470	0.986013986013986	dbCAN
GH1.hmm	429	lra_1	474	8.132387558861113e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lrc	474	3.8482204237844123e-147	3	425	9	470	0.986013986013986	dbCAN
GH1.hmm	429	lrc_1	474	8.132387558861113e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lrg	235	1.0671192002646868e-55	243	426	2	230	0.4289044289044289	dbCAN
GH1.hmm	429	lrh	235	1.0671192002646868e-55	243	426	2	230	0.4289044289044289	dbCAN
GH1.hmm	429	lrl	474	3.8482204237844123e-147	3	425	9	470	0.986013986013986	dbCAN
GH1.hmm	429	lrl_1	474	8.132387558861113e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lrl_2	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lro	475	1.9140539410300266e-148	3	424	9	469	0.9836829836829836	dbCAN
GH1.hmm	429	lro_1	474	3.3906664595588326e-145	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lrug	467	2.501494704154155e-149	3	428	2	465	0.993006993006993	dbCAN
GH1.hmm	429	lsb	474	7.047540661313308e-149	3	424	9	469	0.9836829836829836	dbCAN
GH1.hmm	429	lsb_1	474	6.339922252449195e-147	1	427	1	470	0.9953379953379954	dbCAN
GH1.hmm	429	lsz	468	3.7737960647672664e-150	1	428	1	466	0.9976689976689976	dbCAN
GH1.hmm	429	lte	467	9.823598171897632e-151	1	428	1	466	0.9976689976689976	dbCAN
GH1.hmm	429	lze	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lze_1	474	1.7600281829606422e-147	1	426	1	469	0.993006993006993	dbCAN
GH1.hmm	429	lzh	482	1.330473928495924e-145	4	427	4	471	0.9883449883449884	dbCAN
GH1.hmm	429	manm	468	1.6691552425832722e-150	2	427	2	465	0.993006993006993	dbCAN
GH1.hmm	429	mary	467	2.132206575547492e-148	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	mboe	467	1.2098660474703751e-148	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	mlen	467	1.1767084480652661e-148	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	mpx	466	4.1650003510124655e-146	3	427	2	463	0.9906759906759908	dbCAN
GH1.hmm	429	pio	471	1.6994989005323497e-151	3	426	6	468	0.9883449883449884	dbCAN
GH1.hmm	429	roc	466	8.448353048127729e-154	4	427	2	463	0.9883449883449884	dbCAN
GH1.hmm	429	saa	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sab	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sac	470	1.1399590024314956e-147	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saco	468	1.3138174132740406e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	saco_1	468	2.5358702896321512e-145	2	427	2	465	0.993006993006993	dbCAN
GH1.hmm	429	sad	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sae	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sagi	468	2.142439066259492e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sagm	468	3.834110440699936e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sagq	467	3.004033735283129e-149	3	426	2	463	0.9883449883449884	dbCAN
GH1.hmm	429	sah	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saj	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sam	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sams	470	2.2880634052241257e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	san	468	2.4411365225980352e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sanc	468	1.115054330870757e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sang	466	2.368305590523413e-147	4	427	3	463	0.9883449883449884	dbCAN
GH1.hmm	429	sans	466	7.440346681715021e-148	4	427	3	463	0.9883449883449884	dbCAN
GH1.hmm	429	sao	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sar	470	1.1602863880832966e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sarj	475	5.743829009274334e-159	3	426	2	464	0.9883449883449884	dbCAN
GH1.hmm	429	sas	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sau	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saua	470	1.1602863880832966e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saub	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauc	470	7.241956859997557e-149	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saud	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saue	470	1.2825067633515495e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauf	470	1.1399590024314956e-147	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saug	470	2.2880634052241257e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saui	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauj	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauk	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saul	470	9.915893721962982e-149	4	425	3	464	0.9836829836829836	dbCAN
GH1.hmm	429	saum	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saun	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauq	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saur	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saus	470	2.2880634052241257e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saut	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauu	470	2.2880634052241257e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauv	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauw	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saux	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauy	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sauz	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sav	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	saw	470	1.0965541797218157e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sax	470	4.6574993753054994e-148	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sca	485	4.0814230427852765e-148	3	423	19	478	0.9813519813519812	dbCAN
GH1.hmm	429	scai	468	1.7209250467019408e-145	2	427	2	465	0.993006993006993	dbCAN
GH1.hmm	429	scap	470	1.4409954535072748e-146	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	scar	470	6.845847493465123e-147	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	scf	468	1.3041651980120137e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	scg	468	6.805124996307794e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	schj	467	2.1193313547481505e-148	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	schr	467	8.475056184634427e-150	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	scla	381	1.1694493564690585e-87	107	424	1	361	0.7412587412587412	dbCAN
GH1.hmm	429	scon	468	4.358840128404407e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	scos	468	4.358840128404407e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	scp	468	6.493838087341061e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	scv	468	1.4343884127605898e-148	3	423	2	461	0.9813519813519812	dbCAN
GH1.hmm	429	sda	468	6.295964326327519e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sdb	468	1.5872071025437867e-148	3	424	2	462	0.9836829836829836	dbCAN
GH1.hmm	429	sden	468	4.8094138762103e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sdev	470	3.696312926061484e-149	2	428	2	468	0.9953379953379954	dbCAN
GH1.hmm	429	sdo	470	1.1574568766768029e-150	1	427	1	467	0.9953379953379954	dbCAN
GH1.hmm	429	sdq	468	6.989239260117958e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sdt	468	1.99584249204589e-148	3	426	2	463	0.9883449883449884	dbCAN
GH1.hmm	429	sep	470	5.884487567826799e-149	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sepp	470	9.634271223178562e-149	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	seps	470	6.662990652128031e-149	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	seq	469	2.744853599674784e-144	3	427	3	465	0.9906759906759908	dbCAN
GH1.hmm	429	sequ	469	1.1079545072370022e-144	3	427	3	465	0.9906759906759908	dbCAN
GH1.hmm	429	ser	470	5.884487567826799e-149	1	428	1	468	0.9976689976689976	dbCAN
GH1.hmm	429	sez	469	3.4637724068531093e-144	3	427	3	465	0.9906759906759908	dbCAN
GH1.hmm	429	sezo	469	1.1079545072370022e-144	3	427	3	465	0.9906759906759908	dbCAN
GH1.hmm	429	sfer	468	2.0850233035065567e-145	2	427	2	465	0.993006993006993	dbCAN
GH1.hmm	429	sfq	467	2.1473570898626345e-148	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	sga	466	3.486973202084839e-148	4	426	3	462	0.986013986013986	dbCAN
GH1.hmm	429	sga_1	468	3.8474818695677433e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	sgg	466	3.486973202084839e-148	4	426	3	462	0.986013986013986	dbCAN
GH1.hmm	429	sgg_1	468	4.654544621753687e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	sgo	468	7.654245761161006e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sgt	466	3.486973202084839e-148	4	426	3	462	0.986013986013986	dbCAN
GH1.hmm	429	sgt_1	468	4.654544621753687e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	sha	469	1.3193906484826861e-146	3	428	2	467	0.993006993006993	dbCAN
GH1.hmm	429	shh	469	1.3193906484826861e-146	3	428	2	467	0.993006993006993	dbCAN
GH1.hmm	429	shom	470	3.376182424982204e-148	2	427	2	467	0.993006993006993	dbCAN
GH1.hmm	429	shu	467	1.0192480163088742e-148	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	sib	468	2.9173769882894413e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sie	468	1.0794878329505616e-146	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sig	468	3.1418130655114025e-146	1	425	1	463	0.9906759906759908	dbCAN
GH1.hmm	429	sins	468	1.1390716547174543e-145	2	427	2	465	0.993006993006993	dbCAN
GH1.hmm	429	siu	468	6.66050248377744e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sjj	468	6.357117068541045e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	ski	468	3.1418130655114025e-146	1	425	1	463	0.9906759906759908	dbCAN
GH1.hmm	429	slat	468	5.100782618305057e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	slg	469	2.730187110616099e-149	3	428	2	467	0.993006993006993	dbCAN
GH1.hmm	429	slin	468	1.757065381666711e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	sll	481	2.4189084183577845e-121	11	427	6	463	0.972027972027972	dbCAN
GH1.hmm	429	sln	469	2.730187110616099e-149	3	428	2	467	0.993006993006993	dbCAN
GH1.hmm	429	slu	466	1.6247171639691482e-147	4	426	3	462	0.986013986013986	dbCAN
GH1.hmm	429	slu_1	475	7.824742844013238e-148	1	427	8	472	0.9953379953379954	dbCAN
GH1.hmm	429	slz	467	2.049249814335054e-147	3	427	2	464	0.9906759906759908	dbCAN
GH1.hmm	429	smb	468	7.074381627448791e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	smc	468	1.9169643219405688e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	smen	468	2.463745047947678e-149	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	smie	466	1.5745386677428632e-147	4	427	3	463	0.9883449883449884	dbCAN
GH1.hmm	429	smj	468	3.7080366471797654e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	smn	466	2.4607646680006812e-148	4	426	3	462	0.986013986013986	dbCAN
GH1.hmm	429	smn_1	468	1.9423453289706305e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	smn_2	468	6.053043898009656e-148	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	smu	468	2.694697603032625e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	smua	468	2.694697603032625e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	smut	468	3.244619282103051e-147	1	426	1	464	0.993006993006993	dbCAN
GH1.hmm	429	snb	470	2.311762011125729e-135	3	422	7	466	0.9790209790209792	dbCAN
GH1.hmm	429	snb_1	468	6.357117068541045e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	snc	470	3.2128704025815243e-135	4	422	8	466	0.9766899766899768	dbCAN
GH1.hmm	429	snc_1	468	6.267060898279279e-147	1	427	1	465	0.9953379953379954	dbCAN
GH1.hmm	429	snd	470	3.2128704025815243e-135	4	422	8	466	0.9766899766899768	dbCAN
